zone_id,layer
"6,242",negative_control
"6,243",negative_control
"6,244",negative_control
"6,247",negative_control
"6,248",negative_control
"6,249",negative_control
"6,250",negative_control
"6,251",negative_control
"6,252",negative_control
"6,253",negative_control
"6,254",negative_control
"6,255",negative_control
"6,256",negative_control
"6,257",negative_control
"6,258",negative_control
"6,259",negative_control
"6,260",negative_control
"6,261",negative_control
"6,262",negative_control
"6,263",negative_control
"6,264",negative_control
"6,265",negative_control
"6,266",negative_control
"6,267",negative_control
"6,269",negative_control
"6,270",negative_control
"6,271",negative_control
"6,272",negative_control
"6,273",negative_control
"6,274",negative_control
"6,275",negative_control
"6,286",negative_control
"6,287",negative_control
"7,227",negative_control
"7,228",negative_control
"7,229",negative_control
"7,230",negative_control
"7,231",negative_control
"7,232",negative_control
"7,233",negative_control
"7,234",negative_control
"7,235",negative_control
"7,236",negative_control
"7,238",negative_control
"7,239",negative_control
"7,241",negative_control
"7,242",negative_control
"7,243",negative_control
"7,246",negative_control
"7,247",negative_control
"7,248",negative_control
"7,250",negative_control
"7,251",negative_control
"7,252",negative_control
"7,253",negative_control
"7,254",negative_control
"7,255",negative_control
"7,256",negative_control
"7,257",negative_control
"7,258",negative_control
"7,259",negative_control
"7,260",negative_control
"7,261",negative_control
"7,262",negative_control
"7,263",negative_control
"7,265",negative_control
"7,266",negative_control
"7,267",negative_control
"7,269",negative_control
"7,270",negative_control
"7,271",negative_control
"7,272",negative_control
"7,273",negative_control
"7,274",negative_control
"7,275",negative_control
"7,286",negative_control
"7,287",negative_control
"7,288",negative_control
"8,227",negative_control
"8,228",negative_control
"8,229",negative_control
"8,230",negative_control
"8,231",negative_control
"8,232",negative_control
"8,233",negative_control
"8,234",negative_control
"8,235",negative_control
"8,236",negative_control
"8,237",negative_control
"8,238",negative_control
"8,239",negative_control
"8,240",negative_control
"8,241",negative_control
"8,242",negative_control
"8,243",negative_control
"8,244",negative_control
"8,245",negative_control
"8,246",negative_control
"8,247",negative_control
"8,248",negative_control
"8,251",negative_control
"8,254",negative_control
"8,255",negative_control
"8,256",negative_control
"8,257",negative_control
"8,258",negative_control
"8,259",negative_control
"8,260",negative_control
"8,261",negative_control
"8,262",negative_control
"8,263",negative_control
"8,264",negative_control
"8,265",negative_control
"8,266",negative_control
"8,269",negative_control
"8,270",negative_control
"8,271",negative_control
"8,272",negative_control
"8,273",negative_control
"8,274",negative_control
"8,275",negative_control
"8,285",negative_control
"8,286",negative_control
"8,287",negative_control
"9,227",negative_control
"9,228",negative_control
"9,229",negative_control
"9,230",negative_control
"9,231",negative_control
"9,232",negative_control
"9,233",negative_control
"9,234",negative_control
"9,235",negative_control
"9,236",negative_control
"9,237",negative_control
"9,238",negative_control
"9,239",negative_control
"9,240",negative_control
"9,241",negative_control
"9,242",negative_control
"9,243",negative_control
"9,244",negative_control
"9,245",negative_control
"9,247",negative_control
"9,248",negative_control
"9,249",negative_control
"9,252",negative_control
"9,253",negative_control
"9,254",negative_control
"9,255",negative_control
"9,256",negative_control
"9,257",negative_control
"9,258",negative_control
"9,259",negative_control
"9,260",negative_control
"9,261",negative_control
"9,262",negative_control
"9,263",negative_control
"9,265",negative_control
"9,266",negative_control
"9,267",negative_control
"9,269",negative_control
"9,270",negative_control
"9,271",negative_control
"9,272",negative_control
"9,274",negative_control
"9,275",negative_control
"9,277",negative_control
"9,284",negative_control
"9,285",negative_control
"9,286",negative_control
