Predictor,Resolution,Type,lag_days,OR,OR_lo,OR_hi
Wind Speed,Daily,Cumulative,19,0.58149539017721,0.139575497319123,2.42260923508826
Wind Speed,Daily,Cumulative,20,0.599209717833394,0.13603832210766,2.63934662221006
Wind Speed,Daily,Cumulative,21,0.616242232169924,0.133032731821098,2.85459438073077
Wind Speed,Daily,Cumulative,22,0.632073101695874,0.130501285448199,3.06139824228801
Wind Speed,Daily,Cumulative,23,0.64620751420339,0.128374392900441,3.25286174273694
Wind Speed,Daily,Cumulative,24,0.658193432132123,0.126566738571431,3.42284710020688
Wind Speed,Daily,Cumulative,25,0.667639975328309,0.124973651754671,3.56669690289116
Wind Speed,Daily,Cumulative,26,0.674234807574573,0.123467731069773,3.68187356976882
Wind Speed,Daily,Cumulative,27,0.677758941709278,0.121896516741867,3.76841927353538
Wind Speed,Daily,Cumulative,28,0.678097577221853,0.120082582719556,3.82916750972965
Wind Speed,Weekly,Cumulative,0,1.17721963787055,0.871835127054687,1.58957357048673
Wind Speed,Weekly,Cumulative,7,1.39001856143971,0.815580255403979,2.36905146776741
Wind Speed,Weekly,Cumulative,14,1.64622542247833,0.804838289241906,3.36720826759697
Wind Speed,Weekly,Cumulative,21,1.95552607822832,0.816498715939588,4.68351286778259
Wind Speed,Weekly,Cumulative,28,2.32993348461118,0.822172857696153,6.60273565576475
Snow Cover,Daily,Lag-specific,0,1.02799355594149,0.93936060546898,1.12498942887821
Snow Cover,Daily,Lag-specific,1,1.01685565561239,0.939072886921005,1.10108111814528
Snow Cover,Daily,Lag-specific,2,1.00592205299012,0.938226267778028,1.0785022882468
Snow Cover,Daily,Lag-specific,3,0.995271480785947,0.936592637404897,1.05762663606934
Snow Cover,Daily,Lag-specific,4,0.984979301074029,0.933877511657505,1.0388773810629
Snow Cover,Daily,Lag-specific,5,0.97511776202298,0.929750188167569,1.02269906681786
Snow Cover,Daily,Lag-specific,6,0.965756309183906,0.923958078972815,1.00944541744297
Snow Cover,Daily,Lag-specific,7,0.956961947657253,0.916519840630647,0.999188592179116
Snow Cover,Daily,Lag-specific,8,0.948799652200001,0.907842113370257,0.991605001306758
Snow Cover,Daily,Lag-specific,9,0.941332823172665,0.898602692574541,0.986094846259006
Snow Cover,Daily,Lag-specific,10,0.934623787156991,0.889511165458635,0.982024349373159
Snow Cover,Daily,Lag-specific,11,0.928734342098539,0.881155973601989,0.978881723592346
Snow Cover,Daily,Lag-specific,12,0.923726347946272,0.873975015414364,0.976309792432236
Snow Cover,Daily,Lag-specific,13,0.91966236498089,0.868282510957821,0.974082576682614
Snow Cover,Daily,Lag-specific,14,0.916606343357331,0.864301352150098,0.972076679728472
Snow Cover,Daily,Lag-specific,15,0.914599023697383,0.86213377513061,0.970257050910088
Snow Cover,Daily,Lag-specific,16,0.913582915809588,0.86162421494283,0.968674892818012
Snow Cover,Daily,Lag-specific,17,0.913478777761732,0.862513664518119,0.967455371141587
Snow Cover,Daily,Lag-specific,18,0.914210292476043,0.864485332249231,0.966795418835604
Snow Cover,Daily,Lag-specific,19,0.915703338814927,0.867157751609661,0.966966625346216
Snow Cover,Daily,Lag-specific,20,0.917885335212037,0.870087429127701,0.968309000213885
Snow Cover,Daily,Lag-specific,21,0.920684650110419,0.87279852276443,0.971198051830032
Snow Cover,Daily,Lag-specific,22,0.924030074943305,0.874851265242365,0.975973417793697
Snow Cover,Daily,Lag-specific,23,0.927850356690791,0.875931009118097,0.982847136874402
Snow Cover,Daily,Lag-specific,24,0.932073788186507,0.875905388681351,0.991844048284987
Snow Cover,Daily,Lag-specific,25,0.936627855346198,0.874810801248035,1.00281310902754
Snow Cover,Daily,Lag-specific,26,0.941438941353589,0.872787525062271,1.01549031676837
Snow Cover,Daily,Lag-specific,27,0.946432088572865,0.870012194535412,1.02956453243591
Snow Cover,Daily,Lag-specific,28,0.951530819562375,0.866655434885188,1.04471842456857
Snow Cover,Weekly,Lag-specific,0,1.51401415753927,0.703632697464469,3.25772079309189
Snow Cover,Weekly,Lag-specific,7,0.919750081937936,0.542867131914944,1.55828224530893
Snow Cover,Weekly,Lag-specific,14,0.558739962246952,0.373137866492817,0.836662192304558
Snow Cover,Weekly,Lag-specific,21,0.339429538026169,0.207492925299947,0.555259467849857
Snow Cover,Weekly,Lag-specific,28,0.206200413554342,0.100559801907082,0.422819155802129
Snow Cover,Daily,Cumulative,0,1.02799355594149,0.93936060546898,1.12498942887821
Snow Cover,Daily,Cumulative,1,1.04532106129219,0.88223700479094,1.23855167630377
Snow Cover,Daily,Cumulative,2,1.05151150800885,0.828129743210623,1.33514882243982
Snow Cover,Daily,Cumulative,3,1.04653941563944,0.776558915483172,1.41038204140052
Snow Cover,Daily,Cumulative,4,1.03081966216296,0.727070891818439,1.46146570830826
Snow Cover,Daily,Cumulative,5,1.00517056201763,0.679248474475705,1.48747902529587
Snow Cover,Daily,Cumulative,6,0.970749812074454,0.632725715023988,1.48935814566484
Snow Cover,Daily,Cumulative,7,0.928970630850682,0.587208136614263,1.46964317960398
Snow Cover,Daily,Cumulative,8,0.881407011455143,0.542497798995821,1.43203957929472
Snow Cover,Daily,Cumulative,9,0.829697350457251,0.498520230785558,1.38088216053142
Snow Cover,Daily,Cumulative,10,0.775454879878477,0.45534694799232,1.32059800417831
Snow Cover,Daily,Cumulative,11,0.720191577691039,0.413204337212625,1.25525281771234
Snow Cover,Daily,Cumulative,12,0.665259935882207,0.372459472630429,1.18823876102391
Snow Cover,Daily,Cumulative,13,0.611814525960466,0.333578178961599,1.1221267990054
Snow Cover,Daily,Cumulative,14,0.560793075453522,0.29706000131222,1.05867121823002
Snow Cover,Daily,Cumulative,15,0.512900799306044,0.263356302155545,0.998902353107176
Snow Cover,Daily,Cumulative,16,0.468577407751084,0.232777726420589,0.943237956788059
Snow Cover,Daily,Cumulative,17,0.428035517719221,0.205461964123631,0.891719327276155
Snow Cover,Daily,Cumulative,18,0.391314475844223,0.181383945656621,0.844214841897446
Snow Cover,Daily,Cumulative,19,0.358327972057169,0.160387607497275,0.80055396774208
Snow Cover,Daily,Cumulative,20,0.328903990747544,0.142225752268844,0.76060652451446
Snow Cover,Daily,Cumulative,21,0.302816855641323,0.126598036542929,0.724324409481683
Snow Cover,Daily,Cumulative,22,0.279811881812347,0.113181805169547,0.691760385744701
Snow Cover,Daily,Cumulative,23,0.259623554345908,0.101654313190218,0.663074569645401
Snow Cover,Daily,Cumulative,24,0.241988309801636,0.0917072291125113,0.63853572556216
Snow Cover,Daily,Cumulative,25,0.226652991628358,0.0830553867972038,0.618521935723667
Snow Cover,Daily,Cumulative,26,0.213379952493225,0.0754419557288624,0.603523645246538
Snow Cover,Daily,Cumulative,27,0.201949634097742,0.0686418648436734,0.594151321574572
Snow Cover,Daily,Cumulative,28,0.192161300843346,0.0624646456539867,0.59114984412707
Snow Cover,Weekly,Cumulative,0,1.51401415753927,0.703632697464469,3.25772079309189
Snow Cover,Weekly,Cumulative,7,1.39251464545194,0.387962600142739,4.99815455686888
Snow Cover,Weekly,Cumulative,14,0.778053580428142,0.159985507689871,3.78388882067083
Snow Cover,Weekly,Cumulative,21,0.264094367364331,0.0449008724504137,1.55332916861672
Snow Cover,Weekly,Cumulative,28,0.0544563677678974,0.00723346892538305,0.409968719166849
Anseriformes,Daily,Lag-specific,0,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,1,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,2,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,3,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,4,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,5,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,6,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Lag-specific,7,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,8,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,9,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,10,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,11,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,12,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,13,0.875755344733274,0.698572786228795,1.09787761411265
Anseriformes,Daily,Lag-specific,14,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,15,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,16,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,17,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,18,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,19,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,20,1.21975188965305,0.96823083727759,1.53661153418276
Anseriformes,Daily,Lag-specific,21,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,22,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,23,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,24,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,25,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,26,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,27,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Daily,Lag-specific,28,0.992677046370902,0.885619722992394,1.11267589554362
Anseriformes,Weekly,Lag-specific,0,0.549269585046473,0.334219966430926,0.902690166236604
Anseriformes,Weekly,Lag-specific,7,0.736725492095014,0.56320361254533,0.963709107350506
Anseriformes,Weekly,Lag-specific,14,0.98815675485967,0.840291224644043,1.1620420915242
Anseriformes,Weekly,Lag-specific,21,1.32539702053484,0.952388674251219,1.84449617003662
Anseriformes,Weekly,Lag-specific,28,1.7777313704566,1.00881787481203,3.13270502477402
Anseriformes,Daily,Cumulative,0,1.0353678948696,0.902683137878757,1.1875558905928
Anseriformes,Daily,Cumulative,1,1.07198667772671,0.81483684741064,1.41028899328165
Anseriformes,Daily,Cumulative,2,1.10990058984616,0.73553948227987,1.67479700140981
Anseriformes,Daily,Cumulative,3,1.14915543722355,0.66395908789811,1.98891504457138
Anseriformes,Daily,Cumulative,4,1.1897986459161,0.599344672886983,2.36194777706938
Anseriformes,Daily,Cumulative,5,1.23187931934085,0.541018329992539,2.8049449959313
Anseriformes,Daily,Cumulative,6,1.27544829759934,0.488368123767591,3.33102895270701
Anseriformes,Daily,Cumulative,7,1.11698066355357,0.486301167868996,2.56558257554644
Anseriformes,Daily,Cumulative,8,0.97820178607076,0.461731718107001,2.0723695097123
Anseriformes,Daily,Cumulative,9,0.856665442379103,0.411425051160844,1.78374087357087
Anseriformes,Daily,Cumulative,10,0.750229339811794,0.342590953225712,1.64290404348073
Anseriformes,Daily,Cumulative,11,0.657017354115894,0.269655725721285,1.60082565447034
Anseriformes,Daily,Cumulative,12,0.575386459449508,0.20411912621909,1.62194294993448
Anseriformes,Daily,Cumulative,13,0.503897767150062,0.150697768343736,1.68491519502567
Anseriformes,Daily,Cumulative,14,0.614630253673239,0.213911995315985,1.76600825106791
Anseriformes,Daily,Cumulative,15,0.749696413355865,0.293797625439436,1.91303354258903
Anseriformes,Daily,Cumulative,16,0.914443616856928,0.385128188738294,2.17124363487869
Anseriformes,Daily,Cumulative,17,1.1153943296424,0.476132132328036,2.61293961513459
Anseriformes,Daily,Cumulative,18,1.36050434128962,0.553693868345583,3.34295206880027
Anseriformes,Daily,Cumulative,19,1.65947774116918,0.610976504635137,4.50731959828886
Anseriformes,Daily,Cumulative,20,2.02415111062828,0.648596301094329,6.31700753110189
Anseriformes,Daily,Cumulative,21,2.00932834590686,0.689415257989937,5.85626783694385
Anseriformes,Daily,Cumulative,22,1.99461412760416,0.726745226498494,5.4743882353472
Anseriformes,Daily,Cumulative,23,1.98000766083977,0.758578456690681,5.16812770308183
Anseriformes,Daily,Cumulative,24,1.96550815655418,0.782770314838777,4.93532041295754
Anseriformes,Daily,Cumulative,25,1.95111483146612,0.797325751603502,4.7745216781361
Anseriformes,Daily,Cumulative,26,1.93682690803025,0.800776704287376,4.68457492779884
Anseriformes,Daily,Cumulative,27,1.92264361439516,0.792536398114604,4.66421286993047
Anseriformes,Daily,Cumulative,28,1.90856418436166,0.773076425374677,4.71184623701683
Anseriformes,Weekly,Cumulative,0,0.549269585046473,0.334219966430926,0.902690166236604
Anseriformes,Weekly,Cumulative,7,0.404660905336187,0.189763445160282,0.862918820688528
Anseriformes,Weekly,Cumulative,14,0.399868407035582,0.178647233625762,0.895030612565371
Anseriformes,Weekly,Cumulative,21,0.529984395290973,0.255978038649274,1.09729514584174
Anseriformes,Weekly,Cumulative,28,0.942169885361235,0.418937407305176,2.11889432025574
